内容▲,书籍 (作者),类型,位置,日期,
"nitre,",A Clash of Kings (George R. R. Martin),标注,4416,2018/11/3 23:52,
Pyromancer,A Clash of Kings (George R. R. Martin),标注,4416,2018/11/3 23:52,
Gingerly,A Clash of Kings (George R. R. Martin),标注,4417,2018/11/3 23:52,
"had been warned not to squeeze too tightly, lest",A Clash of Kings (George R. R. Martin),标注,4419,2018/11/3 23:53,
lest,A Clash of Kings (George R. R. Martin),标注,4419,2018/11/3 23:53,
oozed,A Clash of Kings (George R. R. Martin),标注,4420,2018/11/3 23:54,
murky,A Clash of Kings (George R. R. Martin),标注,4421,2018/11/3 23:54,
pallid,A Clash of Kings (George R. R. Martin),标注,4422,2018/11/3 23:54,
obsequious,A Clash of Kings (George R. R. Martin),标注,4422,2018/11/3 23:54,
"sable,",A Clash of Kings (George R. R. Martin),标注,4423,2018/11/3 23:55,
patchy,A Clash of Kings (George R. R. Martin),标注,4423,2018/11/3 23:55,
substance,A Clash of Kings (George R. R. Martin),标注,4424,2018/11/3 23:55,
"guild,",A Clash of Kings (George R. R. Martin),标注,4426,2018/11/4 0:03,
supplanted the alchemists almost everywhere. Now,A Clash of Kings (George R. R. Martin),标注,4427,2018/11/4 0:03,
supplanted,A Clash of Kings (George R. R. Martin),标注,4427,2018/11/4 0:04,
transmute,A Clash of Kings (George R. R. Martin),标注,4427,2018/11/4 0:04,
quench,A Clash of Kings (George R. R. Martin),标注,4428,2018/11/4 0:04,
seep,A Clash of Kings (George R. R. Martin),标注,4429,2018/11/4 0:04,
"melee,",A Clash of Kings (George R. R. Martin),标注,4431,2018/11/4 0:05,
perilous,A Clash of Kings (George R. R. Martin),标注,4433,2018/11/4 0:06,
pumped,A Clash of Kings (George R. R. Martin),标注,4434,2018/11/4 0:06,
acolytes,A Clash of Kings (George R. R. Martin),标注,4435,2018/11/4 0:07,
subterranean,A Clash of Kings (George R. R. Martin),标注,4440,2018/11/4 0:09,
"fickle,",A Clash of Kings (George R. R. Martin),标注,4442,2018/11/4 0:14,
Munciter,A Clash of Kings (George R. R. Martin),标注,4446,2018/11/4 0:15,
bobbed,A Clash of Kings (George R. R. Martin),标注,4447,2018/11/4 0:15,
Malliard,A Clash of Kings (George R. R. Martin),标注,4448,2018/11/4 0:16,
concur.”,A Clash of Kings (George R. R. Martin),标注,4448,2018/11/4 0:16,
indecently,A Clash of Kings (George R. R. Martin),标注,4448,2018/11/4 0:16,
concur.” The pyromancer looked indecently pleased,A Clash of Kings (George R. R. Martin),标注,4449,2018/11/4 0:16,
smidge,A Clash of Kings (George R. R. Martin),标注,4453,2018/11/4 0:17,
mishaps.”,A Clash of Kings (George R. R. Martin),标注,4454,2018/11/4 0:19,
brethren,A Clash of Kings (George R. R. Martin),标注,4459,2018/11/4 0:20,
frenzy,A Clash of Kings (George R. R. Martin),标注,4462,2018/11/4 8:35,
ample,A Clash of Kings (George R. R. Martin),标注,4466,2018/11/4 8:36,
guild,A Clash of Kings (George R. R. Martin),标注,4468,2018/11/4 8:36,
prohibited,A Clash of Kings (George R. R. Martin),标注,4478,2018/11/4 8:38,
banquet,A Clash of Kings (George R. R. Martin),标注,4478,2018/11/4 8:44,
wondrous,A Clash of Kings (George R. R. Martin),标注,4481,2018/11/4 8:44,
imposing,A Clash of Kings (George R. R. Martin),标注,4484,2018/11/4 8:45,
warren,A Clash of Kings (George R. R. Martin),标注,4484,2018/11/4 8:45,
squander.,A Clash of Kings (George R. R. Martin),标注,4488,2018/11/4 8:46,
rabble.,A Clash of Kings (George R. R. Martin),标注,4491,2018/11/4 8:47,
chanting,A Clash of Kings (George R. R. Martin),标注,4492,2018/11/4 8:47,
stripling,A Clash of Kings (George R. R. Martin),标注,4497,2018/11/4 8:48,
thronged,A Clash of Kings (George R. R. Martin),标注,4503,2018/11/4 8:49,
haggard.”,A Clash of Kings (George R. R. Martin),标注,4512,2018/11/4 8:50,
foragers,A Clash of Kings (George R. R. Martin),标注,4514,2018/11/4 8:51,
ransom.,A Clash of Kings (George R. R. Martin),标注,4515,2018/11/4 8:51,
"ramparts,",A Clash of Kings (George R. R. Martin),标注,4528,2018/11/4 8:54,
drilling,A Clash of Kings (George R. R. Martin),标注,4528,2018/11/4 8:54,
"barracks,",A Clash of Kings (George R. R. Martin),标注,4529,2018/11/4 23:56,
spatters,A Clash of Kings (George R. R. Martin),标注,4536,2018/11/4 23:58,
intercepted,A Clash of Kings (George R. R. Martin),标注,4540,2018/11/5 0:02,
bony,A Clash of Kings (George R. R. Martin),标注,4543,2018/11/5 0:02,
rump,A Clash of Kings (George R. R. Martin),标注,4543,2018/11/5 0:02,
accommodating.,A Clash of Kings (George R. R. Martin),标注,4545,2018/11/5 0:03,
Robert’s brothers would be so accommodating. Glacial,A Clash of Kings (George R. R. Martin),标注,4545,2018/11/5 0:03,
accommodating.,A Clash of Kings (George R. R. Martin),标注,4545,2018/11/5 0:03,
Glacial,A Clash of Kings (George R. R. Martin),标注,4545,2018/11/5 0:03,
scourge!”,A Clash of Kings (George R. R. Martin),标注,4551,2018/11/5 0:08,
"bloated,",A Clash of Kings (George R. R. Martin),标注,4553,2018/11/5 0:09,
fornicate,A Clash of Kings (George R. R. Martin),标注,4554,2018/11/5 0:09,
lark,A Clash of Kings (George R. R. Martin),标注,4555,2018/11/5 0:09,
lamprey,A Clash of Kings (George R. R. Martin),标注,4555,2018/11/5 0:09,
Whoremonger,A Clash of Kings (George R. R. Martin),标注,4556,2018/11/5 0:10,
Harbinger!,A Clash of Kings (George R. R. Martin),标注,4558,2018/11/5 0:10,
derision,A Clash of Kings (George R. R. Martin),标注,4559,2018/11/5 0:10,
pious,A Clash of Kings (George R. R. Martin),标注,4562,2018/11/5 0:11,
fervently,A Clash of Kings (George R. R. Martin),标注,4562,2018/11/5 0:11,
oats?,A Clash of Kings (George R. R. Martin),标注,4572,2018/11/5 0:13,
allegiance,A Clash of Kings (George R. R. Martin),标注,4580,2018/11/5 0:15,
flaring.,A Clash of Kings (George R. R. Martin),标注,4592,2018/11/5 0:17,
delusions,A Clash of Kings (George R. R. Martin),标注,4597,2018/11/5 0:18,
juggling,A Clash of Kings (George R. R. Martin),标注,4600,2018/11/5 0:19,
soothed,A Clash of Kings (George R. R. Martin),标注,4605,2018/11/5 0:19,
"poised,",A Clash of Kings (George R. R. Martin),标注,4613,2018/11/5 0:21,
"twitching,",A Clash of Kings (George R. R. Martin),标注,4613,2018/11/5 0:21,
fawn,A Clash of Kings (George R. R. Martin),标注,4613,2018/11/5 0:21,
bowels,A Clash of Kings (George R. R. Martin),标注,4613,2018/11/5 0:21,
battering,A Clash of Kings (George R. R. Martin),标注,4616,2018/11/5 0:22,
unlimbered,A Clash of Kings (George R. R. Martin),标注,4621,2018/11/5 0:23,
anvil.,A Clash of Kings (George R. R. Martin),标注,4622,2018/11/5 0:23,
conjured,A Clash of Kings (George R. R. Martin),标注,4628,2018/11/5 0:24,
grotesque,A Clash of Kings (George R. R. Martin),标注,4628,2018/11/5 0:24,
sued,A Clash of Kings (George R. R. Martin),标注,4629,2018/11/5 0:24,
draped,A Clash of Kings (George R. R. Martin),标注,4636,2018/11/5 7:59,
bardings,A Clash of Kings (George R. R. Martin),标注,4636,2018/11/5 7:59,
emblazoned,A Clash of Kings (George R. R. Martin),标注,4636,2018/11/5 8:00,
breeches,A Clash of Kings (George R. R. Martin),标注,4637,2018/11/5 8:00,
vair.,A Clash of Kings (George R. R. Martin),标注,4637,2018/11/5 8:00,
brooch,A Clash of Kings (George R. R. Martin),标注,4637,2018/11/5 8:00,
"Over his heart was his wolf’s-head brooch of silver and polished jet. He would sooner have had Summer than a silver wolf on his breast, but Ser Rodrik had been unyielding.",A Clash of Kings (George R. R. Martin),标注,4638,2018/11/5 8:01,
sooner,A Clash of Kings (George R. R. Martin),标注,4638,2018/11/5 8:02,
balked,A Clash of Kings (George R. R. Martin),标注,4639,2018/11/5 8:02,
trestle,A Clash of Kings (George R. R. Martin),标注,4640,2018/11/5 8:02,
aisle.,A Clash of Kings (George R. R. Martin),标注,4640,2018/11/5 8:03,
benches.,A Clash of Kings (George R. R. Martin),标注,4640,2018/11/5 8:03,
trotted,A Clash of Kings (George R. R. Martin),标注,4641,2018/11/5 8:03,
swell,A Clash of Kings (George R. R. Martin),标注,4643,2018/11/5 8:04,
"dais,",A Clash of Kings (George R. R. Martin),标注,4644,2018/11/5 8:05,
ermine,A Clash of Kings (George R. R. Martin),标注,4646,2018/11/5 8:13,
mantle.,A Clash of Kings (George R. R. Martin),标注,4646,2018/11/5 8:13,
bellowed,A Clash of Kings (George R. R. Martin),标注,4648,2018/11/5 8:15,
bounty,A Clash of Kings (George R. R. Martin),标注,4650,2018/11/5 8:15,
"tankards,",A Clash of Kings (George R. R. Martin),标注,4651,2018/11/5 8:16,
snaky,A Clash of Kings (George R. R. Martin),标注,4652,2018/11/5 8:16,
wriggling,A Clash of Kings (George R. R. Martin),标注,4652,2018/11/5 8:16,
"leeks,",A Clash of Kings (George R. R. Martin),标注,4656,2018/11/5 8:17,
venison,A Clash of Kings (George R. R. Martin),标注,4656,2018/11/5 8:17,
"cloves,",A Clash of Kings (George R. R. Martin),标注,4657,2018/11/5 8:18,
savory,A Clash of Kings (George R. R. Martin),标注,4657,2018/11/5 8:18,
"winkles,",A Clash of Kings (George R. R. Martin),标注,4658,2018/11/5 8:22,
"mussels,",A Clash of Kings (George R. R. Martin),标注,4658,2018/11/5 8:22,
"clams,",A Clash of Kings (George R. R. Martin),标注,4658,2018/11/5 8:22,
"herring,",A Clash of Kings (George R. R. Martin),标注,4658,2018/11/5 8:22,
lampreys.,A Clash of Kings (George R. R. Martin),标注,4658,2018/11/5 8:22,
oaten,A Clash of Kings (George R. R. Martin),标注,4659,2018/11/5 8:23,
turnips,A Clash of Kings (George R. R. Martin),标注,4659,2018/11/5 8:23,
"beets,",A Clash of Kings (George R. R. Martin),标注,4659,2018/11/5 8:23,
snarling,A Clash of Kings (George R. R. Martin),标注,4662,2018/11/5 8:28,
scraps.,A Clash of Kings (George R. R. Martin),标注,4663,2018/11/5 8:29,
rumbling,A Clash of Kings (George R. R. Martin),标注,4665,2018/11/5 8:29,
kin.,A Clash of Kings (George R. R. Martin),标注,4666,2018/11/5 8:30,
boisterous,A Clash of Kings (George R. R. Martin),标注,4671,2018/11/5 8:31,
beets,A Clash of Kings (George R. R. Martin),标注,4673,2018/11/5 8:32,
turnips.,A Clash of Kings (George R. R. Martin),标注,4674,2018/11/5 8:32,
"bodice,",A Clash of Kings (George R. R. Martin),标注,4678,2018/11/5 8:33,
plucking,A Clash of Kings (George R. R. Martin),标注,4679,2018/11/5 8:33,
crust,A Clash of Kings (George R. R. Martin),标注,4679,2018/11/5 8:33,
wan,A Clash of Kings (George R. R. Martin),标注,4681,2018/11/5 8:34,
spiced,A Clash of Kings (George R. R. Martin),标注,4690,2018/11/6 0:35,
muzzle,A Clash of Kings (George R. R. Martin),标注,4691,2018/11/6 0:36,
crouched,A Clash of Kings (George R. R. Martin),标注,4710,2018/11/6 0:40,
knotted,A Clash of Kings (George R. R. Martin),标注,4715,2018/11/6 0:42,
greathelm,A Clash of Kings (George R. R. Martin),标注,4716,2018/11/6 0:42,
"moss,",A Clash of Kings (George R. R. Martin),标注,4718,2018/11/6 0:43,
"swear it by earth and water,” said the boy in green. “I swear it by bronze and iron,” his sister said. “We swear it by ice and fire,” they finished together.",A Clash of Kings (George R. R. Martin),标注,4726,2018/11/6 0:44,
"shall never fail you.” “I swear it by earth and water,” said the boy in green. “I swear it by bronze and iron,” his sister said. “We swear it by ice and fire,” they finished together.",A Clash of Kings (George R. R. Martin),标注,4726,2018/11/6 0:44,
"“I swear it by earth and water,” said the boy in green. “I swear it by bronze and iron,” his sister said. “We swear it by ice and fire,” they finished together.",A Clash of Kings (George R. R. Martin),标注,4726,2018/11/6 0:44,
groped,A Clash of Kings (George R. R. Martin),标注,4727,2018/11/6 0:44,
"fowl,”",A Clash of Kings (George R. R. Martin),标注,4729,2018/11/6 0:45,
staunchest,A Clash of Kings (George R. R. Martin),标注,4734,2018/11/6 0:46,
skirl,A Clash of Kings (George R. R. Martin),标注,4749,2018/11/6 8:17,
breeches.,A Clash of Kings (George R. R. Martin),标注,4762,2018/11/6 8:21,
prowled,A Clash of Kings (George R. R. Martin),标注,4772,2018/11/6 8:28,
taint,A Clash of Kings (George R. R. Martin),标注,4776,2018/11/6 8:29,
"muzzle,",A Clash of Kings (George R. R. Martin),标注,4782,2018/11/6 8:30,
whicker,A Clash of Kings (George R. R. Martin),标注,4790,2018/11/6 8:33,
yearned,A Clash of Kings (George R. R. Martin),标注,4791,2018/11/6 8:33,
quail,A Clash of Kings (George R. R. Martin),标注,4796,2018/11/6 8:50,
"crestfallen,",A Clash of Kings (George R. R. Martin),标注,4798,2018/11/6 8:50,
walrus,A Clash of Kings (George R. R. Martin),标注,4798,2018/11/6 8:50,
walrus mustache twitching with disappointment.,A Clash of Kings (George R. R. Martin),标注,4799,2018/11/6 8:50,
cradled,A Clash of Kings (George R. R. Martin),标注,4801,2018/11/6 8:51,
molest,A Clash of Kings (George R. R. Martin),标注,4804,2018/11/6 8:51,
rashness,A Clash of Kings (George R. R. Martin),标注,4812,2018/11/6 8:53,
"craven,",A Clash of Kings (George R. R. Martin),标注,4816,2018/11/6 8:54,
deft,A Clash of Kings (George R. R. Martin),标注,4818,2018/11/6 8:55,
"accede,",A Clash of Kings (George R. R. Martin),标注,4820,2018/11/6 8:55,
astringent,A Clash of Kings (George R. R. Martin),标注,4824,2018/11/7 9:09,
relish,A Clash of Kings (George R. R. Martin),标注,4828,2018/11/7 9:10,
bowl,A Clash of Kings (George R. R. Martin),标注,4829,2018/11/7 9:10,
and she set the pace for the column. Hal Mollen,A Clash of Kings (George R. R. Martin),标注,4831,2018/11/7 9:11,
swooping,A Clash of Kings (George R. R. Martin),标注,4834,2018/11/7 9:12,
bluejays,A Clash of Kings (George R. R. Martin),标注,4834,2018/11/7 9:12,
surcoat.,A Clash of Kings (George R. R. Martin),标注,4835,2018/11/7 9:12,
envoy,A Clash of Kings (George R. R. Martin),标注,4837,2018/11/7 9:12,
anointed,A Clash of Kings (George R. R. Martin),标注,4838,2018/11/7 9:13,
encamped,A Clash of Kings (George R. R. Martin),标注,4839,2018/11/7 9:13,
whinny,A Clash of Kings (George R. R. Martin),标注,4844,2018/11/8 8:14,
haze.,A Clash of Kings (George R. R. Martin),标注,4845,2018/11/8 8:17,
mangonels,A Clash of Kings (George R. R. Martin),标注,4846,2018/11/8 8:17,
trebuchets,A Clash of Kings (George R. R. Martin),标注,4846,2018/11/8 8:17,
sewn,A Clash of Kings (George R. R. Martin),标注,4852,2018/11/8 8:18,
"fox-and-flowers of House Florent, Fossoway apples red and green, Lord Tarly’s striding huntsman, oak leaves for Oakheart, cranes for Crane, a cloud of black-and-orange butterflies for the Mullendores.",A Clash of Kings (George R. R. Martin),标注,4855,2018/11/8 8:19,
"nightingales,",A Clash of Kings (George R. R. Martin),标注,4857,2018/11/8 8:20,
"Baratheon and Storm’s End. Catelyn recognized Bryce Caron’s nightingales, the Penrose quills, and Lord Estermont’s sea turtle, green on green.",A Clash of Kings (George R. R. Martin),标注,4857,2018/11/8 8:21,
"nightingales,",A Clash of Kings (George R. R. Martin),标注,4857,2018/11/8 8:21,
"quills,",A Clash of Kings (George R. R. Martin),标注,4857,2018/11/8 8:21,
cloth,A Clash of Kings (George R. R. Martin),标注,4860,2018/11/8 8:22,
carpet,A Clash of Kings (George R. R. Martin),标注,4861,2018/11/8 8:22,
prancing,A Clash of Kings (George R. R. Martin),标注,4861,2018/11/8 8:22,
slope,A Clash of Kings (George R. R. Martin),标注,4863,2018/11/8 8:22,
pavilions,A Clash of Kings (George R. R. Martin),标注,4864,2018/11/8 8:22,
dinted,A Clash of Kings (George R. R. Martin),标注,4867,2018/11/8 8:23,
destriers,A Clash of Kings (George R. R. Martin),标注,4868,2018/11/8 8:23,
destriers,A Clash of Kings (George R. R. Martin),标注,4868,2018/11/8 8:24,
reeling,A Clash of Kings (George R. R. Martin),标注,4871,2018/11/8 8:24,
"cobalt,",A Clash of Kings (George R. R. Martin),标注,4875,2018/11/8 8:25,
barded,A Clash of Kings (George R. R. Martin),标注,4876,2018/11/8 8:25,
engrossed,A Clash of Kings (George R. R. Martin),标注,4881,2018/11/8 8:27,
florid,A Clash of Kings (George R. R. Martin),标注,4882,2018/11/8 8:27,
"fervor,",A Clash of Kings (George R. R. Martin),标注,4886,2018/11/9 13:56,
circlet,A Clash of Kings (George R. R. Martin),标注,4887,2018/11/9 13:57,
exquisitely,A Clash of Kings (George R. R. Martin),标注,4888,2018/11/9 13:57,
mortar,A Clash of Kings (George R. R. Martin),标注,4891,2018/11/9 13:58,
ringlets.,A Clash of Kings (George R. R. Martin),标注,4892,2018/11/9 13:58,
prowess,A Clash of Kings (George R. R. Martin),标注,4896,2018/11/9 13:59,
cobalt,A Clash of Kings (George R. R. Martin),标注,4898,2018/11/9 14:00,
splintered,A Clash of Kings (George R. R. Martin),标注,4899,2018/11/9 14:00,
destrier,A Clash of Kings (George R. R. Martin),标注,4899,2018/11/9 14:00,
combatant,A Clash of Kings (George R. R. Martin),标注,4900,2018/11/9 14:00,
interposed,A Clash of Kings (George R. R. Martin),标注,4905,2018/11/9 14:09,
haft,A Clash of Kings (George R. R. Martin),标注,4909,2018/11/9 14:10,
dirk,A Clash of Kings (George R. R. Martin),标注,4913,2018/11/9 14:11,
vanquished,A Clash of Kings (George R. R. Martin),标注,4914,2018/11/9 14:11,
boon,A Clash of Kings (George R. R. Martin),标注,4928,2018/11/10 8:07,
"guileless,",A Clash of Kings (George R. R. Martin),标注,4933,2018/11/10 8:08,
bristled,A Clash of Kings (George R. R. Martin),标注,4951,2018/11/11 8:10,
pavilion.,A Clash of Kings (George R. R. Martin),标注,4962,2018/11/11 8:13,
horde.”,A Clash of Kings (George R. R. Martin),标注,4964,2018/11/11 8:14,
heels,A Clash of Kings (George R. R. Martin),标注,4964,2018/11/11 8:14,
conducted,A Clash of Kings (George R. R. Martin),标注,4969,2018/11/11 8:15,
bride,A Clash of Kings (George R. R. Martin),标注,4969,2018/11/11 8:15,
pavilion.,A Clash of Kings (George R. R. Martin),标注,4969,2018/11/11 8:21,
"inkpot,",A Clash of Kings (George R. R. Martin),标注,4972,2018/11/11 8:25,
cedar,A Clash of Kings (George R. R. Martin),标注,4973,2018/11/11 8:25,
stint,A Clash of Kings (George R. R. Martin),标注,4974,2018/11/11 8:28,
sheen,A Clash of Kings (George R. R. Martin),标注,4977,2018/11/11 8:29,
frailty.,A Clash of Kings (George R. R. Martin),标注,4978,2018/11/11 8:30,
finery,A Clash of Kings (George R. R. Martin),标注,4984,2018/11/11 8:32,
"rose-and-azure,",A Clash of Kings (George R. R. Martin),标注,4984,2018/11/11 8:32,
hunched,A Clash of Kings (George R. R. Martin),标注,4986,2018/11/11 8:32,
bosom,A Clash of Kings (George R. R. Martin),标注,4987,2018/11/11 8:32,
bounty,A Clash of Kings (George R. R. Martin),标注,4988,2018/11/11 8:33,
poached,A Clash of Kings (George R. R. Martin),标注,4989,2018/11/11 8:33,
